date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2021-10-01,51.19,51.19,47.44,49.55,49.55,3270131.0,0.0,1.0
2021-09-30,50.4,51.39,48.92,50.7,50.7,2578737.0,0.0,1.0
2021-09-29,53.0,53.55,49.75,51.34,51.34,3481964.0,0.0,1.0
2021-09-28,54.25,55.0,51.5,53.37,53.37,2952234.0,0.0,1.0
2021-09-27,54.94,55.77,53.6,55.1,55.1,2744945.0,0.0,1.0
2021-09-24,57.81,58.8696,56.58,56.7,56.7,1363529.0,0.0,1.0
2021-09-23,55.99,59.7,55.26,58.94,58.94,2467308.0,0.0,1.0
2021-09-22,55.61,55.61,52.01,55.0,55.0,2354944.0,0.0,1.0
2021-09-21,55.81,56.97,54.06,55.89,55.89,2141226.0,0.0,1.0
2021-09-20,55.99,57.455,53.61,54.29,54.29,3930822.0,0.0,1.0
2021-09-17,60.82,60.99,59.12,59.41,59.41,1292895.0,0.0,1.0
2021-09-16,60.69,62.2,59.45,60.65,60.65,2225711.0,0.0,1.0
2021-09-15,57.3,60.8,57.06,60.12,60.12,2810193.0,0.0,1.0
2021-09-14,58.09,58.3881,56.57,57.12,57.12,1576505.0,0.0,1.0
2021-09-13,59.51,59.55,55.34,58.69,58.69,3371585.0,0.0,1.0
2021-09-10,58.5,60.3,57.75,58.61,58.61,2761557.0,0.0,1.0
2021-09-09,55.95,58.98,55.59,58.09,58.09,3461945.0,0.0,1.0
2021-09-08,54.5,56.08,53.18,55.68,55.68,2228645.0,0.0,1.0
2021-09-07,55.34,57.535,54.31,55.1,55.1,2763280.0,0.0,1.0
2021-09-03,53.0,54.7,52.1106,54.14,54.14,2358141.0,0.0,1.0
2021-09-02,51.19,53.25,51.0,53.0,53.0,2475490.0,0.0,1.0
2021-09-01,48.51,50.97,48.35,50.82,50.82,3378269.0,0.0,1.0
2021-08-31,49.04,49.37,47.59,48.3,48.3,1366060.0,0.0,1.0
2021-08-30,49.74,50.0,48.03,48.69,48.69,1479871.0,0.0,1.0
2021-08-27,47.9,49.76,47.55,48.99,48.99,1305680.0,0.0,1.0
2021-08-26,49.7,49.9344,47.1,47.51,47.51,2666284.0,0.0,1.0
2021-08-25,49.52,52.8499,48.25,49.71,49.71,3324267.0,0.0,1.0
2021-08-24,46.75,49.39,46.33,49.25,49.25,3987622.0,2.0,1.0
2021-08-23,47.3,48.75,47.1,48.37,46.4823902439,4173463.0,0.0,1.0
2021-08-20,43.8,46.89,43.29,46.07,44.2721463415,3279152.0,0.0,1.0
2021-08-19,46.0,46.6,43.54,45.02,43.2631219512,3833286.0,0.0,1.0
2021-08-18,47.01,49.0,46.0,46.73,44.9063902439,8041367.0,0.0,1.0
2021-08-17,44.75,46.49,43.82,45.51,43.734,2655433.0,0.0,1.0
2021-08-16,44.29,45.25,43.5,44.65,42.9075609756,2325821.0,0.0,1.0
2021-08-13,43.29,45.38,42.74,44.44,42.7057560976,1839168.0,0.0,1.0
2021-08-12,43.0,43.38,41.5601,42.78,41.1105365854,1004581.0,0.0,1.0
2021-08-11,43.19,43.35,41.9025,42.74,41.072097561,1118111.0,0.0,1.0
2021-08-10,42.6,43.06,42.15,42.85,41.177804878,1623753.0,0.0,1.0
2021-08-09,42.75,43.0,41.23,42.66,40.9952195122,1292277.0,0.0,1.0
2021-08-06,42.04,42.755,41.6108,42.65,40.9856097561,686563.0,0.0,1.0
2021-08-05,41.97,42.37,41.44,41.88,40.2456585366,734253.0,0.0,1.0
2021-08-04,42.8,42.82,41.07,41.58,39.9573658537,1102561.0,0.0,1.0
2021-08-03,40.86,42.06,39.0,42.02,40.380195122,1708702.0,0.0,1.0
2021-08-02,40.4,41.155,39.76,40.15,38.5831707317,1607642.0,0.0,1.0
2021-07-30,38.58,40.3877,38.3201,39.14,37.6125853659,1068595.0,0.0,1.0
2021-07-29,37.89,40.37,37.5,39.5,37.9585365854,1532425.0,0.0,1.0
2021-07-28,35.61,37.37,35.49,37.01,35.5657073171,2256258.0,0.0,1.0
2021-07-27,36.01,36.05,33.71,34.62,33.2689756098,3821149.0,0.0,1.0
2021-07-26,37.0,37.4899,35.89,36.25,34.8353658537,2574443.0,0.0,1.0
2021-07-23,38.74,38.77,36.99,37.81,36.3344878049,920169.0,0.0,1.0
2021-07-22,40.0,40.24,38.55,38.86,37.3435121951,915327.0,0.0,1.0
2021-07-21,37.84,40.05,37.63,39.98,38.419804878,932672.0,0.0,1.0
2021-07-20,37.17,38.0852,36.6,37.51,36.046195122,1021202.0,0.0,1.0
2021-07-19,36.47,38.25,35.56,38.03,36.545902439,1338888.0,0.0,1.0
2021-07-16,39.59,39.84,37.7001,37.85,36.3729268293,1740653.0,0.0,1.0
2021-07-15,37.81,40.34,37.7,39.98,38.419804878,1259975.0,0.0,1.0
2021-07-14,40.21,41.25,38.12,38.42,36.9206829268,1577544.0,0.0,1.0
2021-07-13,41.62,42.0,39.97,40.51,38.9291219512,1130781.0,0.0,1.0
2021-07-12,41.52,43.2381,40.7,42.27,40.6204390244,1658846.0,0.0,1.0
2021-07-09,39.5,41.88,38.77,41.48,39.8612682927,1339374.0,0.0,1.0
2021-07-08,38.99,39.96,37.6,39.08,37.5549268293,2483963.0,0.0,1.0
2021-07-07,40.4,41.79,39.9,40.91,39.3135121951,1880726.0,0.0,1.0
2021-07-06,41.66,41.94,40.04,40.45,38.8714634146,1651157.0,0.0,1.0
2021-07-02,42.51,42.78,39.8,41.61,39.986195122,2961495.0,0.0,1.0
2021-07-01,44.75,45.24,42.0,42.42,40.7645853659,2380096.0,0.0,1.0
2021-06-30,44.0,45.6417,43.41,44.93,43.1766341463,1624077.0,0.0,1.0
2021-06-29,45.16,45.825,43.11,43.56,41.860097561,1499597.0,0.0,1.0
2021-06-28,49.6,49.9,43.2,45.0,43.243902439,3545504.0,0.0,1.0
2021-06-25,47.55,49.3,45.74,48.94,47.0301463415,2487311.0,0.0,1.0
2021-06-24,45.25,48.5,45.2,47.18,45.3388292683,4356399.0,0.0,1.0
2021-06-23,43.89,44.81,42.7,44.55,42.8114634146,1386205.0,0.0,1.0
2021-06-22,43.94,44.9199,42.9,43.97,42.254097561,996065.0,0.0,1.0
2021-06-21,42.5,44.84,42.5,43.52,41.8216585366,1226627.0,0.0,1.0
2021-06-18,42.85,43.75,41.51,42.34,40.6877073171,1026096.0,0.0,1.0
2021-06-17,44.63,45.66,42.25,42.85,41.177804878,1534699.0,0.0,1.0
2021-06-16,42.8,45.35,42.5,45.12,43.3592195122,2019119.0,0.0,1.0
2021-06-15,44.94,44.95,41.44,42.35,40.6973170732,2222061.0,0.0,1.0
2021-06-14,46.86,47.1,43.75,44.89,43.138195122,1483310.0,0.0,1.0
2021-06-11,45.34,46.84,44.5001,46.54,44.723804878,1884784.0,0.0,1.0
2021-06-10,45.06,45.55,43.65,44.87,43.1189756098,1180552.0,0.0,1.0
2021-06-09,43.57,45.7499,42.68,43.79,42.0811219512,2334692.0,0.0,1.0
2021-06-08,43.44,43.82,41.56,43.37,41.6775121951,1844154.0,0.0,1.0
2021-06-07,40.2,43.6725,40.19,42.62,40.9567804878,2441243.0,0.0,1.0
2021-06-04,40.55,40.79,39.8,39.99,38.4294146341,4033676.0,0.0,1.0
2021-06-03,43.44,43.6,40.6,40.9,39.303902439,1585095.0,0.0,1.0
2021-06-02,44.11,44.2,41.965,44.15,42.4270731707,1385271.0,0.0,1.0
2021-06-01,44.3,44.38,43.2,43.55,41.8504878049,2070320.0,0.0,1.0
2021-05-28,45.2,47.17,43.73,46.4,44.5892682927,1394515.0,0.0,1.0
2021-05-27,41.91,45.24,41.05,44.99,43.2342926829,1441180.0,0.0,1.0
2021-05-26,41.05,42.8,40.7,41.42,39.8036097561,943629.0,0.0,1.0
2021-05-25,43.58,44.4,40.21,40.97,39.3711707317,1557216.0,0.0,1.0
2021-05-24,44.26,45.7,42.115,43.71,42.0042439024,1060252.0,0.0,1.0
2021-05-21,44.0,46.6496,43.05,43.55,41.8504878049,1115531.0,0.0,1.0
2021-05-20,45.87,46.7,42.32,43.75,42.0426829268,1796668.0,0.0,1.0
2021-05-19,42.75,47.37,40.5,45.45,43.6763414634,4108875.0,0.0,1.0
2021-05-18,41.39,42.75,40.75,41.7,40.0726829268,1840363.0,0.0,1.0
2021-05-17,36.97,42.45,36.62,41.01,39.4096097561,1840490.0,0.0,1.0
2021-05-14,35.54,38.99,34.5501,38.65,37.1417073171,1305646.0,0.0,1.0
2021-05-13,36.79,38.1,33.3,35.2,33.8263414634,1352278.0,0.0,1.0
2021-05-12,34.51,38.32,34.02,36.5,35.0756097561,1707062.0,0.0,1.0
2021-05-11,36.29,37.74,33.59,34.42,33.0767804878,1864628.0,0.0,1.0
2021-05-10,40.72,40.8453,37.77,38.6,37.0936585366,1183326.0,0.0,1.0
2021-05-07,39.46,40.22,38.2,39.58,38.0354146341,1034053.0,0.0,1.0
2021-05-06,41.9,42.005,37.55,39.38,37.8432195122,1985330.0,0.0,1.0
2021-05-05,40.05,42.99,39.74,41.93,40.2937073171,2149900.0,0.0,1.0
2021-05-04,38.44,39.85,35.56,39.66,38.1122926829,1730018.0,0.0,1.0
2021-05-03,38.42,40.0,37.83,38.44,36.939902439,1317145.0,0.0,1.0
2021-04-30,35.25,38.22,34.6,37.45,35.9885365854,1056073.0,0.0,1.0
2021-04-29,35.0,35.88,33.83,35.88,34.479804878,778725.0,0.0,1.0
2021-04-28,33.69,34.4899,32.83,34.25,32.9134146341,908304.0,0.0,1.0
2021-04-27,34.59,35.8,32.67,33.05,31.7602439024,1503073.0,0.0,1.0
2021-04-26,33.05,34.33,32.225,34.07,32.7404390244,868887.0,0.0,1.0
2021-04-23,30.81,32.77,30.66,32.44,31.1740487805,752864.0,0.0,1.0
2021-04-22,29.95,31.59,29.52,30.6,29.4058536585,709659.0,0.0,1.0
2021-04-21,29.01,30.69,28.5,29.65,28.4929268293,718105.0,0.0,1.0
2021-04-20,31.1,31.2885,28.245,28.73,27.6088292683,1237295.0,0.0,1.0
2021-04-19,31.56,33.42,30.49,31.5,30.2707317073,1224961.0,0.0,1.0
2021-04-16,29.52,32.45,29.52,31.87,30.6262926829,1276291.0,0.0,1.0
2021-04-15,29.12,30.2699,28.6001,29.34,28.1950243902,531973.0,0.0,1.0
2021-04-14,28.5,30.55,28.11,28.38,27.2724878049,931606.0,0.0,1.0
2021-04-13,29.57,30.6899,28.11,28.37,27.2628780488,848917.0,0.0,1.0
2021-04-12,31.0,31.0,28.03,29.73,28.569804878,1060534.0,0.0,1.0
2021-04-09,30.5,31.28,28.58,31.05,29.8382926829,1672699.0,0.0,1.0
2021-04-08,27.0,30.9,26.44,30.5,29.3097560976,2499696.0,0.0,1.0
2021-04-07,26.29,27.6488,26.09,27.38,26.3115121951,782128.0,0.0,1.0
2021-04-06,26.5,27.95,25.79,25.92,24.9084878049,686881.0,0.0,1.0
2021-04-05,26.58,27.4499,25.42,26.4,25.3697560976,591791.0,0.0,1.0
2021-04-01,24.49,26.48,24.49,26.48,25.4466341463,680938.0,0.0,1.0
2021-03-31,24.75,24.99,24.15,24.34,23.3901463415,221380.0,0.0,1.0
2021-03-30,24.4,25.44,24.1,24.62,23.6592195122,326523.0,0.0,1.0
2021-03-29,25.99,26.18,24.12,24.48,23.5246829268,554387.0,0.0,1.0
2021-03-26,27.22,27.63,24.89,26.04,25.023804878,998650.0,0.0,1.0
2021-03-25,23.7,26.9,22.95,26.65,25.61,1062673.0,0.0,1.0
2021-03-24,24.1,24.85,23.5,23.71,22.7847317073,816033.0,0.0,1.0
2021-03-23,26.44,26.72,22.68,23.09,22.1889268293,1158952.0,0.0,1.0
2021-03-22,27.25,28.0,24.11,26.78,25.7349268293,2055185.0,0.0,1.0
2021-03-19,27.12,28.78,26.85,28.25,27.1475609756,661072.0,0.0,1.0
2021-03-18,27.0,28.69,26.5,26.64,25.6003902439,932816.0,0.0,1.0
2021-03-17,25.12,27.3,25.0,26.73,25.6868780488,663539.0,0.0,1.0
2021-03-16,25.29,26.3,24.32,25.12,24.1397073171,963708.0,0.0,1.0
2021-03-15,24.51,26.5489,24.5,25.11,24.130097561,1122607.0,0.0,1.0
2021-03-12,24.26,25.3899,22.85,25.25,24.2646341463,1272734.0,0.0,1.0
2021-03-11,20.65,23.75,20.65,23.35,22.4387804878,1515305.0,0.0,1.0
2021-03-10,20.14,21.3734,20.05,20.4,19.603902439,629909.0,0.0,1.0
2021-03-09,18.88,20.19,18.88,19.69,18.9216097561,380812.0,0.0,1.0
2021-03-08,19.39,19.89,18.81,18.82,18.0855609756,312516.0,0.0,1.0
2021-03-05,20.14,20.4799,18.7,19.3,18.5468292683,488167.0,0.0,1.0
2021-03-04,20.74,20.98,19.73,20.23,19.4405365854,472021.0,0.0,1.0
2021-03-03,20.56,21.46,20.1,21.0,20.1804878049,662649.0,0.0,1.0
2021-03-02,20.45,20.75,20.24,20.46,19.6615609756,242796.0,0.0,1.0
2021-03-01,20.39,20.7265,19.99,20.21,19.4213170732,311036.0,0.0,1.0
2021-02-26,19.65,20.035,18.88,19.94,19.1618536585,316316.0,0.0,1.0
2021-02-25,20.0,20.37,19.23,19.35,18.5948780488,354851.0,0.0,1.0
2021-02-24,20.23,20.87,19.83,20.06,19.2771707317,584294.0,0.0,1.0
2021-02-23,20.5,20.5,18.76,19.83,19.0561463415,658748.0,0.0,1.0
2021-02-22,22.0,22.58,20.82,20.86,20.0459512195,690728.0,0.0,1.0
2021-02-19,21.79,22.0,20.9101,21.77,20.9204390244,829569.0,0.0,1.0
2021-02-18,21.9,21.9,19.91,20.06,19.2771707317,924133.0,0.0,1.0
2021-02-17,21.05,22.1,20.66,21.69,20.8435609756,768746.0,0.0,1.0
2021-02-16,21.25,21.9,20.2,20.7,19.892195122,1232339.0,0.0,1.0
2021-02-12,18.69,20.57,18.5,20.12,19.3348292683,1128015.0,0.0,1.0
2021-02-11,17.95,18.69,17.6501,18.69,17.9606341463,980186.0,0.0,1.0
2021-02-10,16.51,17.6,16.29,17.43,16.749804878,976724.0,0.0,1.0
2021-02-09,15.2,15.99,15.127,15.93,15.3083414634,506717.0,0.0,1.0
2021-02-08,15.18,15.4,15.0,15.2,14.6068292683,607002.0,0.0,1.0
2021-02-05,14.25,14.89,14.21,14.79,14.2128292683,585716.0,0.0,1.0
2021-02-04,14.8,15.1,14.15,14.25,13.693902439,1300976.0,0.0,1.0
2021-02-03,14.51,14.98,14.4,14.5,13.9341463415,833116.0,0.0,1.0
2021-02-02,14.19,14.45,13.8,14.11,13.5593658537,1505630.0,0.0,1.0
2021-02-01,12.26,13.73,12.26,13.62,13.0884878049,1081392.0,0.0,1.0
2021-01-29,12.3,12.39,11.7,12.05,11.5797560976,1418491.0,0.0,1.0
2021-01-28,11.5,12.6394,11.34,11.5,11.0512195122,6406064.0,0.0,1.0
